cgpa,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,salary_lpa
5.92,2,1,1,0,1,36,10,98.7,2,2,2,87.9,3,1,62.09
7.92,1,1,1,0,0,47.2,9.6,43.7,0,4,0,70,2,1,52.46
7.2,2,1,1,0,0,23.4,8.6,51.8,2,1,0,68.1,2,1,57.07
8.32,1,1,1,1,1,42.6,8.1,51,0,2,0,70.1,4,1,60.14
8.75,1,1,1,1,1,0.4,7.1,75.7,3,6,0,125.8,4,1,64.3
6.78,3,1,0,1,0,21.7,7.7,93.4,0,6,0,68.4,2,1,73.03
9.64,3,1,1,1,0,25.9,7.4,99,2,4,0,89.8,3,1,66.32
5.73,1,1,0,0,0,49.2,7.5,40.2,1,2,0,54.2,1,1,48.23
6.31,1,1,1,1,1,25.3,6.9,67,1,4,0,89.7,4,1,55.22
6.5,2,0,0,1,1,31.7,10,79.3,2,2,0,80,2,1,60.55
5.97,3,1,0,0,0,3.6,8.2,68.8,2,4,0,75.2,1,1,45.33
5.53,1,1,0,1,1,35.8,9.1,81.5,1,1,1,77.2,3,1,69.41
7.42,3,1,1,1,0,44.2,9.5,75.1,0,3,0,78.4,3,1,50.4
9.36,1,1,0,0,0,5.3,9.7,61.7,1,5,0,78.2,1,1,49.62
7.36,3,0,0,0,0,53.2,8.4,91.8,0,2,0,34.1,0,1,48.66
7.79,1,1,0,0,0,74.6,5.8,92.8,0,3,0,38.8,1,1,45.28
6.95,1,0,0,0,0,37.1,6.3,98.3,0,5,0,39.6,0,1,44.12
7.34,1,1,1,0,0,76,4.1,43.8,2,1,0,54.1,2,1,65.02
9.6,2,1,1,0,0,6.8,9.8,79.6,0,2,0,62.3,2,1,57.11
5.81,1,0,1,1,1,38.8,4.2,66.9,1,4,0,72.3,3,1,60.91
7.41,2,0,0,1,0,46.1,9.9,74.3,0,6,0,65.1,1,1,51.35
6.86,2,0,0,1,0,84.3,9.5,67.9,3,5,0,95.7,1,1,52.52
7.44,1,0,1,0,1,32,5.8,78.5,0,6,0,70.4,2,1,75.85
7.74,2,1,1,0,0,88.3,6.1,42.7,0,3,0,49.3,2,1,66.47
8.36,2,0,1,1,0,29.6,4.7,55.6,2,2,0,60.1,2,1,66.25
9.94,1,1,0,0,0,50.6,5.7,82,1,1,0,39.9,1,1,41.46
7.64,3,1,0,0,0,53.5,6.8,67,0,4,0,47.4,1,1,41.77
6.44,2,0,0,0,1,52.4,6.1,95.8,2,3,0,62.8,1,1,47.61
8.25,3,1,1,1,1,25.4,5.6,63.8,1,6,0,94.5,4,1,77.07
9.62,3,0,1,1,1,87.3,8.3,51.6,1,2,0,79.5,3,1,63.58
6.61,3,0,0,0,1,69.8,8.4,61.7,0,6,0,69.8,1,1,47.14
5.16,1,1,1,0,0,47.5,8.3,58.7,1,1,1,61.8,2,1,75.41
9.5,1,1,1,0,0,62.8,8.5,74.3,0,6,0,71.4,2,1,86.11
5.44,1,0,1,0,1,0,9.3,44,3,1,0,87.2,2,1,80.43
7.93,3,1,1,0,0,25,9.6,91,2,6,2,101.7,2,1,69.32
9.06,2,1,0,0,1,67.6,8.9,46,2,5,0,94.4,2,1,89.61
6.74,3,1,1,0,1,14.5,9.1,76.6,2,3,0,92.2,3,1,74.76
7.16,1,0,0,0,1,82,7.6,98.7,1,6,0,68,1,1,53.68
9.15,1,0,1,1,0,33.3,8.8,65.8,1,4,0,76.3,2,1,83.17
5.91,1,1,1,1,0,30.3,5.2,92.3,2,6,1,91,3,1,80
8.04,1,1,1,0,1,87,9.8,40.8,2,2,0,88.5,3,1,112.15
9.8,1,0,1,1,0,86.4,9.4,42.2,2,1,2,75.3,2,1,87.13
5.73,2,1,0,1,0,8.8,9.4,94.1,1,5,2,87.7,2,1,57.45
5.08,3,0,1,1,0,34.4,4.4,40.6,2,6,0,87.2,2,1,70.17
9.47,1,1,1,0,1,89.6,9,87,1,5,0,93.8,3,1,90.99
9.95,3,1,1,0,1,92.6,4.5,75.8,1,6,0,84,3,1,88.99
8.84,2,1,1,0,1,25.2,5.8,76.5,1,3,0,69.9,3,1,64.66
6.74,2,0,1,0,1,40.2,9.6,85.6,0,3,1,63.8,2,1,78.4
8.95,1,1,0,0,0,65.1,8.6,89,2,3,0,75.5,1,1,50.31
6.12,3,0,0,1,0,93.8,9.8,97.9,0,2,1,50.7,1,1,44.44
5.1,2,1,0,1,1,40.9,9.1,60.1,0,1,0,64,3,1,63.14
8.78,1,1,1,1,1,63.7,7.8,80.5,1,1,0,82.9,4,1,77.38
7.24,2,1,0,0,1,49.5,6.4,98.4,2,6,0,88.6,2,1,89.29
9.13,3,0,1,1,0,35.8,9.3,44.1,2,3,0,82.8,2,1,54.72
6.34,3,1,0,0,1,89.4,5.1,41.3,2,5,1,77,2,1,86.95
8.18,1,0,0,0,0,67.5,5.3,50.8,1,4,0,50,0,1,36.52
8.55,2,0,0,0,1,23.7,9.2,84.1,1,5,0,73.5,1,1,40.08
7.49,2,1,1,0,1,58.7,9.8,83.2,1,6,0,103.8,3,1,81.2
9.02,2,1,0,0,1,10.1,9.4,57.7,0,5,0,70.5,2,1,78.06
8.53,3,0,1,0,0,54.7,8.2,99.5,1,2,0,52.9,1,1,43.76
9.52,1,1,0,1,1,82,6,78.3,2,4,0,91.6,3,1,112.51
6.11,3,1,1,0,0,63.6,5.9,92,3,6,0,94.9,2,1,77.95
6.69,3,1,1,0,0,79.6,6.6,45.9,0,4,0,58.4,2,1,88.28
5.75,1,0,1,0,0,92.5,9.4,64.1,1,2,1,61.1,1,1,42.32
5.4,2,1,0,1,1,99.6,6.1,73.7,2,3,0,84.4,3,1,71.7
5.81,3,1,1,0,0,79.5,8.4,64.5,2,4,0,87.7,2,1,72.58
8.63,1,1,1,0,0,61.5,8,56.5,3,3,1,88.1,2,1,66.96
6.51,3,1,0,1,0,30.2,9.7,49.3,0,1,0,53.4,2,1,72.81
9.35,1,1,1,0,1,93.4,8.7,44.1,1,1,0,68.2,3,1,123.71
8.42,3,0,0,1,1,96.5,10,43.8,1,2,0,69.4,2,1,69.42
7.64,2,1,0,1,1,14,4.3,59.2,2,3,0,76.9,3,1,75.9
8.33,1,1,1,1,1,43.6,8.5,95.7,2,3,0,105.1,4,1,63.38
6.79,1,1,0,0,1,15.2,8.6,96.2,1,2,1,65.9,2,1,64.51
6.86,3,1,1,0,0,96.8,6.5,85.8,1,5,0,77.6,2,1,91.47
9.19,2,1,0,1,0,84.4,9.7,72.8,0,5,1,77,2,1,80.03
8.37,3,0,1,0,0,12.4,7.3,76.4,1,4,0,64.3,1,1,47.01
7.75,2,1,0,0,1,33.7,9.9,76.5,2,2,0,84.6,2,1,87.31
5.09,2,1,1,1,0,29.2,9.9,57.3,1,5,0,96.7,3,1,89.78
9.84,3,0,1,1,1,66.1,7.4,45.5,0,4,0,68.4,3,1,69.28
7.19,2,1,0,0,0,47.2,4.6,80.4,2,4,1,67.6,1,1,45.79
7.44,3,1,0,0,0,97.2,5,91.9,0,2,0,34.3,1,1,36.49
8.82,2,0,0,0,0,6.6,4.3,94.8,3,3,1,60.9,0,1,47.96
7.83,1,1,0,0,1,76.2,7.9,41.5,3,2,0,87.7,2,1,75.71
5.2,1,1,1,1,1,54.9,6.9,71.8,0,6,0,88.8,4,1,70.01
5.45,2,0,1,1,0,70.1,6.1,85.9,1,1,0,49.5,2,1,67.36
7.46,2,0,0,0,0,32.1,7.5,75.6,3,5,0,81.6,0,1,48.34
5.67,2,1,0,1,0,14.1,4.5,66.4,0,5,0,56.4,2,1,45.75
9.59,1,1,1,0,0,7.1,9,97.2,0,5,2,75.4,2,1,83.52
8.7,2,1,1,1,0,90.1,8.8,90.4,0,4,0,77.4,3,1,80.49
7.76,2,0,0,1,0,23.7,5.8,56.1,0,6,0,59.2,1,1,38
6.79,2,1,0,1,1,42.9,7,50.6,1,5,0,90.9,3,1,65.13
6.76,3,1,1,1,1,61.1,4.3,79.8,0,6,0,80.7,4,1,61.64
6.85,2,0,0,0,1,85.2,4.1,69.2,0,4,0,41.8,1,1,46.7
8.43,2,0,0,0,1,95.1,5.4,85.9,1,6,0,66.5,1,1,51.5
7.85,2,1,0,0,1,19.5,6.8,66.1,1,5,0,77,2,1,56.58
5.14,1,1,1,0,1,97.5,5.7,82.8,0,4,0,64.1,3,1,112.8
9.95,1,1,1,0,1,26.1,6.1,86,3,3,0,95.4,3,1,93.32
9.15,2,0,1,0,0,88,7.4,70.1,2,3,1,63.2,1,1,42.03
5.9,1,0,1,0,0,27,4.6,64.9,1,6,0,66,1,1,44.32
6.55,3,1,1,0,1,7.1,7.1,52,1,2,0,66.7,3,1,79.62
9.83,3,1,1,0,1,35.6,8.7,82.6,1,1,2,73.1,3,1,81.52
5.6,1,0,1,0,0,23.1,10,56.2,1,3,0,67.7,1,1,42.8
9.85,1,1,0,0,1,54.8,4,63,3,4,1,83.3,2,1,51
9.51,2,1,1,0,1,40.5,7.5,98.2,0,6,0,80.3,3,1,72.71
8.26,3,0,0,1,1,80.4,4.8,71.2,2,3,0,68.2,2,1,83.06
8.18,3,1,1,0,0,80.5,5.3,75.2,2,6,1,90.5,2,1,58.7
5.29,1,1,1,0,1,1.6,6.3,93.7,0,1,0,49.9,3,1,60.59
8.69,1,1,1,0,0,30.1,5.7,56.7,0,3,2,52.8,2,1,48.17
6.73,2,1,1,0,0,55.5,5.8,80.5,1,6,0,77.6,2,1,81.54
6.1,3,1,1,1,0,37.6,4.2,79.4,0,4,0,67.2,3,1,73.52
6.44,3,0,1,1,0,26.6,8.4,86.5,1,1,0,58.9,2,1,67.97
5.09,2,1,1,0,0,43.4,9.6,76.2,2,4,0,84.6,2,1,68.93
9.28,2,1,0,0,0,62.5,8.1,52,0,1,0,39.3,1,1,52.5
5.8,1,0,0,1,0,90.2,4.3,55.5,0,4,0,38.1,1,1,39.67
5.91,1,1,1,0,0,64.6,8,65.1,1,5,0,82.1,2,1,84.25
7.8,3,1,0,1,1,31.4,6.8,71,2,4,0,90.8,3,1,83.81
7.38,1,0,1,0,1,65.2,5.5,69.5,0,1,0,39.1,2,1,75.92
9.96,1,1,0,1,1,12.7,7,66.5,2,5,0,95.7,3,1,73.6
8.36,2,1,1,0,0,74.6,7.2,68.8,1,6,1,85.2,2,1,70.27
6.05,1,1,1,1,0,23.6,9.2,74.6,1,1,3,69.5,3,1,85.51
5.81,1,1,0,1,0,17.9,8.8,43.3,0,5,0,73.3,2,1,51.38
7.82,2,1,0,0,1,91.1,5.4,87.6,0,1,0,44.9,2,1,66.01
9.93,2,1,1,0,0,34.3,6.5,50.6,0,6,0,70.7,2,1,81.2
9.81,1,1,1,0,1,38.6,9.5,78.8,0,2,1,65.9,3,1,83.87
7.01,2,1,1,0,0,41,6.2,83.7,0,4,0,59.3,2,1,86.63
8.98,3,0,0,0,1,71,8.1,67,2,4,0,72.2,1,1,44.41
6.7,2,0,0,0,1,97.5,9.1,53.1,0,2,0,49.3,1,1,44.48
7.3,1,1,1,0,1,97.8,9.6,84.9,0,5,0,86.9,3,1,117.15
6.83,3,0,0,1,1,81.4,9,43.7,0,3,1,65,2,1,56.07
5.49,2,0,0,0,0,85.3,4.9,81.9,1,6,0,54.8,0,1,36.26
5.24,3,1,0,0,1,46.2,7.2,52.2,0,6,0,67.1,2,1,78.08
6.44,1,0,1,0,1,74.1,8.7,49.9,0,6,0,79.8,2,1,85.66
5.57,1,0,1,1,0,77.1,5.1,99.4,2,2,1,68.6,2,1,77.55
5.34,2,1,1,0,1,27.2,6,51.5,0,6,0,75.9,3,1,52.01
6.73,1,0,1,1,1,42,7.4,76.9,1,4,1,77.9,3,1,69.37
9.79,1,1,1,0,1,81,9.6,56.9,1,4,0,91,3,1,113.12
6.95,3,0,1,0,0,30.8,6.5,94.9,3,1,0,61.9,1,1,43.99
9.7,2,0,1,1,1,17.3,8,89,1,5,0,92.4,3,1,67.31
9.28,1,0,1,0,1,25.7,4.1,42.4,2,1,1,55.4,2,1,49.72
9.13,3,1,1,0,1,9.5,9.3,89.4,1,2,0,76.2,3,1,55.47
8.53,3,0,0,0,0,97.3,7.7,44.5,1,5,0,56,0,1,44.87
8.8,3,1,1,1,1,85.7,9.1,79.9,3,2,0,104.2,4,1,62.98
7.7,1,1,0,1,0,85.4,5,44.1,0,6,1,64.8,2,1,66.81
6.81,3,1,0,0,1,60.2,9.8,73.7,2,1,0,69.9,2,1,92.97
6.01,1,1,1,0,0,15.3,8.7,93.5,1,2,0,65.6,2,1,71.99
7.99,2,0,1,0,0,45.9,9.7,41.2,2,5,0,86.4,1,1,51.96
5.19,3,1,1,0,1,20.3,9.2,91.9,1,1,0,74.4,3,1,86.8
7.96,3,1,1,0,0,87,5.2,97.5,2,5,0,75.9,2,1,62.92
7.68,2,0,1,1,0,96.6,9.7,52.4,0,3,0,60.7,2,1,59.84
5.46,1,0,1,0,1,56.3,4.5,47.9,0,2,0,41.2,2,1,61.99
5.33,1,1,0,0,0,53,7.7,82.1,0,2,0,47.3,1,1,40.65
6.67,2,1,0,0,0,73.2,5,94,1,2,0,40.1,1,1,50.58
5.49,3,1,1,1,0,10.2,5.8,81.4,2,3,0,78,3,1,85.59
6.65,1,1,0,1,1,28.1,6.2,98,1,4,0,80.8,3,1,87.39
8.08,2,0,1,1,0,18.2,4.5,70.3,1,3,0,61.7,2,1,69.17
5.28,2,1,1,1,0,66.6,9.5,82.7,0,4,0,81.6,3,1,70.04
9.66,1,0,1,0,0,73.6,5.8,53.2,0,3,0,41.3,1,1,37.98
7.66,1,0,1,0,1,81.9,4.8,82.6,2,3,0,64.7,2,1,50.7
9.1,1,1,1,1,0,67.4,7.9,46.7,0,4,0,78.5,3,1,90.48
5.9,1,1,0,1,1,68.8,7.9,82.9,1,1,0,70.1,3,1,72.17
9.23,2,1,1,1,0,68.7,9.6,65.1,3,1,3,95,3,1,92.62
9.91,3,0,1,0,1,31.8,5.5,61.9,2,3,0,76,2,1,70.54
6,2,1,0,1,0,64.4,4.3,49.4,1,2,0,48.5,2,1,74.32
9.37,1,1,0,0,0,88.9,9.3,43.2,1,3,0,63.2,1,1,53.71
7.19,2,1,1,1,1,21.5,8.5,48.7,2,1,0,86,4,1,85.32
9.87,3,1,1,1,1,43.4,8.8,62,2,5,0,113.9,4,1,70.83
7.75,2,1,1,1,0,50.4,4.5,44.9,0,3,0,55.1,3,1,65.24
7.71,1,1,1,0,0,63.4,9.4,77.6,0,3,0,62.7,2,1,50.23
9.09,2,1,0,1,1,85.2,6.2,72.1,1,2,2,72.7,3,1,82.94
7.45,2,0,1,1,0,26.7,7.8,48.3,3,1,1,75.8,2,1,91.29
8.05,1,1,1,0,0,83.3,4.3,93.1,0,4,1,48.5,2,1,52.04
9.57,1,0,1,0,0,28.1,9.1,40.4,2,6,0,90.5,1,1,46.7
7.79,1,1,1,0,0,68.4,8.3,84.9,1,2,3,61.9,2,1,87.66
6.66,2,0,1,0,1,13.2,6.7,87.7,3,2,0,80.9,2,1,51.11
6.99,1,1,0,0,0,84.3,6.5,59.8,1,1,0,39.8,1,1,43.95
5.65,3,1,1,0,0,31.7,7.9,50.7,3,3,1,86.1,2,1,56.89
7.13,2,0,0,1,1,81.5,9.3,75.4,3,4,1,96.1,2,1,55.58
9.1,2,1,0,0,1,15.3,8.2,82.6,0,6,0,78.1,2,1,83.25
6.29,2,1,1,0,1,60,8,96.8,0,3,0,69.6,3,1,89.17
5.41,1,0,1,0,0,5.7,5.5,48.1,1,1,0,37.7,1,1,40.41
6.95,3,1,0,1,0,75.5,8.2,54.1,3,4,0,92.4,2,1,81.67
7.84,3,0,1,0,1,12.3,8.5,49.7,0,2,0,60.2,2,1,67.93
9.77,3,1,0,0,1,45.3,6.3,77.3,1,4,1,68.2,2,1,85.97
7.97,1,1,0,1,0,84.1,6.1,87.6,0,5,0,59.9,2,1,84.99
9.63,1,0,0,0,1,40.3,9.6,40.9,1,3,0,60.5,1,1,47.28
9.18,2,1,1,1,1,76,6.1,49,1,2,1,79.1,4,1,77.56
6.17,1,1,1,0,0,91.1,8.5,42.3,1,6,1,89.5,2,1,82
5.22,2,1,1,1,1,33.3,4.6,92.3,2,1,0,82.4,4,1,53.83
8.41,1,1,1,0,1,62.7,7.5,65.7,0,3,0,72.4,3,1,68.63
7.23,1,1,1,0,0,18.2,7.4,79.3,0,2,0,52.6,2,1,62.49
9.91,1,1,1,0,1,24.7,4.1,51.2,0,3,0,54.5,3,1,70.4
7.5,2,1,0,0,1,65.7,6.8,91,2,3,2,74.9,2,1,66.14
8.66,1,1,0,1,0,84.2,8.7,43.2,2,5,0,95.7,2,1,83.93
8.97,1,1,0,1,1,4.6,9.2,66.3,0,1,1,59.8,3,1,77.44
6.04,3,1,1,0,1,33.9,5.5,64.6,1,3,0,74.7,3,1,84.53
9.98,1,1,1,0,0,52.1,8.7,44.6,1,1,2,59.1,2,1,80.1
6.22,2,0,1,1,0,70.1,8.1,72.7,0,5,0,65.4,2,1,75.11
7.86,2,0,0,0,1,84.7,8.7,87.4,0,3,0,54.3,1,1,42.54
5.27,1,1,0,0,1,9,4.2,86.6,1,6,0,71.8,2,1,64.93
6.41,3,1,1,0,0,61.3,6.1,55.4,0,3,0,49.2,2,1,76.46
7.58,3,1,1,0,0,87.1,7.2,93.4,1,5,1,79.5,2,1,90.9
8.44,3,1,0,0,1,10.3,4.9,62.7,3,4,0,83.8,2,1,89.9
9.03,1,1,0,0,1,59.5,8,83,3,6,0,100.9,2,1,75.35
9.68,1,0,1,1,0,78.9,6.4,100,0,6,0,68.4,2,1,79.37
6.79,3,1,1,0,1,63.1,7.6,40.7,1,4,1,81.6,3,1,75.96
8.62,2,0,0,1,1,62.2,9.4,88.9,0,3,1,67.6,2,1,82.29
9.69,1,1,1,0,1,89.5,4.9,86.5,3,2,0,81.7,3,1,103.96
9.68,3,0,1,0,1,78.7,5.6,41.7,2,4,0,77.7,2,1,98.67
8.85,3,0,1,0,1,45.7,4.2,94.2,3,6,2,91.5,2,1,94.28
9.56,1,0,1,1,1,12.1,9.9,52.8,2,1,1,86.5,3,1,63.73
9.48,1,1,0,1,0,84.8,8.7,89.8,0,2,0,55.6,2,1,55.66
9.44,2,0,0,1,0,87.4,9.4,99.4,0,4,0,59.5,1,1,40.07
7.47,1,1,0,0,0,34.7,8.6,70.6,2,1,0,59.8,1,1,39.44
9.59,2,0,1,1,0,70.5,4.5,49.6,1,2,0,54.7,2,1,64.46
6.79,2,1,1,0,0,11.2,7.8,51.6,0,1,0,44.8,2,1,53.53
6.23,1,0,1,1,0,17.3,5,88.2,2,6,2,85.4,2,1,52.36
7.63,1,1,1,0,0,62.1,7.8,98.4,1,3,0,69.6,2,1,81.69
6.23,2,1,0,0,0,27.8,9,73.9,2,2,1,70.7,1,1,42.98
5.25,2,1,1,1,0,47.4,7.3,87.7,1,5,0,88.4,3,1,71.11
9.42,1,0,1,1,0,39,6.2,42,1,4,0,67.3,2,1,77.3
6.96,1,0,1,0,0,50.6,4.1,91.8,0,3,0,35.2,1,1,43.86
9.59,3,1,1,0,1,33.5,4.4,65.1,1,4,1,68.6,3,1,51.31
7.95,2,1,1,0,1,36.4,6.6,74.6,3,6,0,109.5,3,1,82.03
9.56,2,1,0,0,0,17.6,6.3,91.2,2,4,0,67.2,1,1,37.93
8.05,1,1,1,0,0,18.4,9.9,99.9,0,5,0,70,2,1,74.43
7.82,2,0,1,1,1,16.6,4.6,63.2,0,5,0,64.8,3,1,82.07
7.29,1,1,1,1,1,77.4,4,70.3,1,6,0,89.1,4,1,94.2
9.07,3,1,1,1,1,39.5,5.3,56.3,1,3,0,84,4,1,77.7
6.78,3,0,1,1,1,72.5,4,46.4,1,1,0,59.8,3,1,79.58
5.12,1,1,0,0,0,33.7,6.7,70.8,3,1,1,69.3,1,1,51.23
7,1,0,0,0,1,65.4,5.8,93.5,1,4,0,53.8,1,1,50.45
6.01,1,0,1,1,0,52.5,9.3,86.2,2,5,0,93.3,2,1,66.65
9.23,1,1,1,0,0,95.2,9.6,86.5,1,4,0,83.7,2,1,76.96
6.7,2,0,0,1,0,56.3,4.3,93.1,3,5,0,73.7,1,1,47.77
9.77,3,1,0,0,0,6.9,9.5,93.7,1,1,0,52.4,1,1,36.31
7.08,1,0,1,0,0,29.5,5.2,66.7,2,5,0,74.2,1,1,49.24
9.57,2,1,0,0,1,98.3,9.4,66.5,3,4,0,93.5,2,1,85.41
5.23,1,1,1,0,0,39,7.1,66.2,0,4,0,59.9,2,1,74.15
5.94,3,1,0,0,1,69.7,6.6,87.3,2,2,1,66.2,2,1,69.34
9.19,1,1,1,0,1,12.7,8.6,57.7,0,2,0,64.8,3,1,75.42
7.76,3,0,0,0,1,81.9,8.8,89.4,1,4,2,64.4,1,1,40.55
7.88,1,0,0,1,0,62,9,86.3,2,4,3,79.3,1,1,52.95
7.72,1,1,1,1,1,32.8,8.1,48.8,2,6,1,112.2,4,1,77.25
9.08,2,1,0,1,0,62.4,6.1,73.4,1,4,0,70.3,2,1,66.55
5.79,1,1,1,0,0,78.6,9.8,42.8,2,3,0,81.3,2,1,69.88
7.23,1,1,0,0,0,86,7.5,80.2,2,1,0,53.5,1,1,40.5
5.95,1,1,1,1,1,7.9,8.4,43.8,1,5,0,102,4,1,53.68
8.33,3,1,1,1,0,26.2,4.1,88.4,0,3,0,54.1,3,1,84.45
9.26,1,1,0,1,0,72.6,6.9,69,0,6,0,71.5,2,1,88.17
6.03,1,0,1,0,0,69.2,9.4,51.9,1,5,0,77.5,1,1,42.66
8.93,3,1,1,0,1,37.8,8.6,49.3,2,2,0,81.8,3,1,85.13
9.52,3,0,0,1,1,72.1,4.6,77.3,1,5,0,69.3,2,1,89.92
5.66,1,1,0,1,0,61.7,7.4,50.7,1,3,2,67,2,1,68.4
8.53,3,0,1,0,1,59.1,8.4,50.8,1,3,3,65.4,2,1,68.36
8.5,2,1,1,1,0,63.4,7.8,79.3,1,2,0,76.6,3,1,67.77
9.68,2,1,0,0,0,57.8,5.7,46.3,1,5,1,66.3,1,1,40.91
6.84,2,0,1,0,1,42.9,9,82.1,0,2,0,58.5,2,1,50.68
5.33,2,1,1,0,1,93.2,5.6,54.6,0,6,1,78.6,3,1,52.93
5.52,2,0,1,1,1,88.6,5.9,90.7,0,3,0,60.1,3,1,66.68
5.6,2,1,0,0,0,25.6,7.2,54.6,1,6,0,70.7,1,1,46.36
8.11,2,1,1,1,1,92.9,8.6,73.1,0,5,0,92,4,1,79.29
7.77,1,0,1,0,0,55,5.4,43.4,0,3,0,43.3,1,1,35.12
6.84,1,1,0,0,0,83.7,5.3,53.6,1,2,1,47.2,1,1,40.89
8.69,2,1,0,0,1,32.1,5.7,64.7,1,2,0,57.6,2,1,70.25
9.69,3,1,1,0,0,66.4,6.5,63.1,1,4,2,73.2,2,1,90.74
9.48,2,0,1,0,1,87.8,5,43.5,1,2,1,56.5,2,1,83.4
9.4,3,1,1,1,0,27.3,8.8,51.1,0,6,0,84.3,3,1,53.77
9.51,1,1,1,0,0,0.3,9.5,87.1,0,6,0,75.7,2,1,79.87
5.65,2,1,0,0,1,57.5,6.1,72,2,5,0,85.3,2,1,78.66
9.07,3,1,1,0,1,63.4,5.7,88.4,1,4,0,81.5,3,1,52.73
6.16,2,0,1,1,1,1.1,5.7,61.7,1,6,0,83.6,3,1,57.54
7.18,3,1,1,1,0,12.6,8.6,62.3,1,2,0,71.3,3,1,72.32
9.97,1,1,1,0,1,73.7,7.7,94.5,1,4,0,81.1,3,1,71.12
9.54,3,0,0,0,0,96.2,4.5,48.7,3,3,0,56.5,0,1,47.04
9.52,1,1,0,0,0,26.5,8.9,85.5,0,2,1,47.3,1,1,44.32
8.88,3,1,0,0,0,76.6,7.4,80.4,0,4,1,54.3,1,1,39.88
7.18,3,1,1,0,1,9.7,8,76.4,2,5,0,101.9,3,1,71.51
5.7,3,1,0,0,0,39.5,4.7,60,2,4,0,60.5,1,1,41.8
7.81,2,1,0,1,0,0.8,5.4,99.6,0,6,0,67,2,1,53.01
7.73,2,1,0,0,1,26.1,6.7,77.9,3,2,0,83,2,1,67.75
7.64,1,1,0,1,1,28.1,8.6,50.8,1,2,2,71.5,3,1,61.55
9.06,3,1,0,0,0,12.3,9.2,45.6,0,5,0,66.2,1,1,35.18
7.15,2,1,0,1,0,7.3,9.5,49.7,1,6,1,91.8,2,1,83.71
6.03,2,1,0,1,0,3.5,6.7,47.2,3,4,0,91.7,2,1,75.45
6.43,1,1,0,0,1,46,4.1,64.4,0,3,0,43.9,2,1,55.32
9.08,1,1,1,1,1,42.6,8,85.8,0,4,0,82.4,4,1,77.26
7.21,3,1,1,0,1,33.1,8.3,93,2,2,2,88.4,3,1,92.42
7.38,3,1,1,1,0,60.7,9.4,89.9,1,3,0,82.7,3,1,87.61
9.86,3,1,1,0,1,99.5,7.8,67.1,1,1,0,64.3,3,1,82.59
7.49,3,1,1,0,1,64,7.2,79.9,2,4,0,89.9,3,1,79.8
9.22,1,1,0,1,0,59.9,8.2,51.5,0,3,0,59,2,1,70.43
7.23,2,1,1,0,1,43.8,6.2,91.6,1,3,0,70.6,3,1,64.54
6.51,3,0,0,1,0,25.5,4.9,99.2,3,1,0,62.4,1,1,49.04
6.59,2,1,1,0,1,41.1,7.9,72.9,0,2,0,67.4,3,1,80.97
7.71,2,1,1,0,0,39.8,7.4,44.5,3,3,0,88.6,2,1,72.1
6.32,3,1,1,0,0,67,5.5,77.7,3,3,0,77.7,2,1,79.56
7.17,2,0,1,1,0,21.8,5.9,57.2,0,4,1,54.8,2,1,65.58
6.32,1,1,1,1,0,31.9,4,57.9,0,3,1,56.8,3,1,72.23
9.53,2,1,1,0,0,82.1,6.4,42.4,1,4,0,69,2,1,68.04
6.01,2,1,1,1,1,5.8,9,60.2,1,4,0,98.2,4,1,70.24
9.38,2,0,1,0,1,25.7,5.3,69.4,0,1,0,44.7,2,1,61.78
7.4,2,1,1,1,0,30.5,7.1,47.2,1,2,0,70.4,3,1,83.6
6.57,3,1,1,0,0,4.8,6.8,99.5,2,1,0,63.7,2,1,53.61
6.9,2,1,0,0,0,2.2,8.9,91.4,2,6,0,82.4,1,1,48.7
7.99,2,0,1,0,1,27.4,8.5,80.3,1,6,0,82.5,2,1,66.15
7.06,2,1,1,0,1,44.8,6.8,59.5,1,5,0,85.7,3,1,51.29
7.83,1,1,0,1,1,73.2,5.8,84.8,0,2,1,60.2,3,1,70.5
5.24,1,1,0,0,0,48.1,7.6,81.7,1,4,1,61.5,1,1,45.87
7.92,2,1,1,0,1,24.9,8.5,92.8,2,6,0,102.5,3,1,84
9.13,3,1,1,0,0,72.5,5.4,81.4,1,4,0,61.3,2,1,66.55
5.98,3,0,1,0,1,30.2,5.3,84.4,2,6,0,87.6,2,1,72.66
8.64,2,1,1,0,0,12.8,4.4,86.7,1,5,0,68.1,2,1,56.73
7.05,2,0,1,0,0,98,7.9,70.9,0,6,0,64.5,1,1,48.03
8.21,1,1,1,0,0,1.1,4.5,51.4,0,6,0,61.7,2,1,75.27
8.27,1,1,0,0,0,29.9,9.7,73.5,1,2,1,59.2,1,1,43.77
8,2,1,1,0,0,39.2,4.7,49.7,1,5,0,71.6,2,1,73.66
6.89,1,1,0,1,0,90.7,6.7,65.6,2,4,0,83,2,1,87.08
8.49,1,1,1,0,0,54.7,5,90.8,2,3,0,68.1,2,1,59.77
8.27,3,0,1,0,1,93.4,8,78.9,0,6,1,72.6,2,1,62.66
5.35,1,1,0,1,0,55.6,6.3,94.2,1,2,0,61.7,2,1,76.41
9.83,3,1,1,0,0,38.6,9.3,72.7,2,4,0,83.2,2,1,54.42
7.77,1,0,0,1,1,94.7,5.9,52.9,1,2,0,57.9,2,1,68.75
